fauteuils;entrees_2018;entrees_2017;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
237;9 749;8 965;VILLE DE CAZERES;32;43.203101;1.083573;90932;OCCITANIE;31135;4865;31;31203;Cazères;6105;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;602;9%;De 5 à 10 000 entrées;catégorie E;JP;commune-centre;281;243;0;59;25,4;12,7;2,9;140;33
200;8 680;7 380;VILLE DE CERIZAY;24,3;46.821515;-0.668137;92441;NOUVELLE AQUITAINE;79062;4784;79;79204;Cerizay;5757;unités urbaines de moins de 20 000 habitants et zones rurales;1;49;606;18%;De 5 à 10 000 entrées;catégorie E;;commune-centre;170;136;5;72;19,6;8,2;0,2;59;22,4
544;43 436;40 556;VILLE DE CESTAS;25,1;44.742006;-0.685394;93261;NOUVELLE AQUITAINE;33122;16573;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;2;53;2 154;7%;De 40 à 50 000 entrées;catégorie C;;banlieue;222;179;46;48,1;40,3;10,9;0,7;102;16,6
516;84 254;87 639;CINE AVENIR;21,2;46.848712;-1.879118;94743;PAYS DE LA LOIRE;85047;20133;85;85402;Challans;27389;unités urbaines de 20 000 à 100 000 habitants;2;53;2 643;-3,90%;De 80 à 100 000 entrées;catégorie D;JPPR;commune-centre;262;171;95;45,4;43,9;9,5;1,2;120;13,4
160;26 289;26 326;VILLE DE CHANTONNAY;18;46.68832;-1.052512;99051;PAYS DE LA LOIRE;85051;8279;85;85207;Chantonnay;8279;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;1 055;-0,10%;De 20 à 30 000 entrées;non classé;;commune isolée;199;162;25;58,9;33,7;6,6;0,8;85;13,5
300;11 251;12 767;;19,5;46.587908;-1.642858;99411;PAYS DE LA LOIRE;85152;4925;85;85125;La Mothe-Achard;4925;unités urbaines de moins de 20 000 habitants et zones rurales;1;39;297;-11,90%;De 10 à 20 000 entrées;non classé;;commune-centre;61;33;0;72,7;20,9;5,4;1;19;22
178;21 247;20 532;RENON EPOUSE VERGNAUD IRENE;30,8;45.823984;0.44846;103561;NOUVELLE AQUITAINE;16085;3036;16;16103;Chasseneuil-sur-Bonnieure;3036;unités urbaines de moins de 20 000 habitants et zones rurales;1;49;650;3%;De 20 à 30 000 entrées;catégorie E;;commune isolée;182;139;2;54,5;27,8;16,4;1,3;64;29,8
160;3 777;4 761;VILLE DE LA CHATAIGNERAIE;25,5;46.647373;-0.742446;103922;PAYS DE LA LOIRE;85059;2536;85;85123;La Châtaigneraie;3843;unités urbaines de moins de 20 000 habitants et zones rurales;1;24;94;-20,70%;De 2 à 5 000 entrées;non classé;;commune-centre;52;37;0;65,6;23,7;10,8;0;17;28,6
147;5 081;5 171;VILLE DE CHATEAU D'OLONNE;88,4;46.501324;-1.733545;104143;PAYS DE LA LOIRE;85060;13834;85;85403;Les Sables-d'Olonne;42649;unités urbaines de 20 000 à 100 000 habitants;1;18;147;-1,70%;De 5 à 10 000 entrées;non classé;;commune-centre;58;37;0;79,1;2,2;15,3;3,3;49;89,6
210;4 874;4 840;COMMUNAUTE DE COMMUNES BRIANCE COMBADE;40,1;45.714496;1.608216;104642;NOUVELLE AQUITAINE;87040;1603;87;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;47;292;1%;De 2 à 5 000 entrées;catégorie E;;territoire rural;162;145;1;59,5;25,4;14;1,1;74;34,6
129;30 603;30 742;MJC LES 400 COUPS;86,1;46.810802;0.542436;105375;NOUVELLE AQUITAINE;86066;31809;86;86401;Châtellerault;40693;unités urbaines de 20 000 à 100 000 habitants;1;50;1 133;-0,50%;De 30 à 40 000 entrées;catégorie D;RDJPPR;commune-centre;167;110;20;66;9,2;14,9;9,9;154;94,7
946;175 556;183 045;CINEA;16,7;46.820621;0.544345;105404;NOUVELLE AQUITAINE;86066;31809;86;86401;Châtellerault;40693;unités urbaines de 20 000 à 100 000 habitants;7;53;10 278;-4,10%;De 150 à 200 000 entrées;catégorie D;JP;commune-centre;325;253;178;43;46,8;9,9;0,3;120;7,1
218;18 100;19 558;VILLE DE CHAUVIGNY;65,9;46.568169;0.647781;107511;NOUVELLE AQUITAINE;86070;7105;86;86203;Chauvigny;7105;unités urbaines de moins de 20 000 habitants et zones rurales;2;49;756;-7,50%;De 10 à 20 000 entrées;catégorie E;RDJPPR;commune isolée;195;147;0;70,3;13,9;9;6,9;145;58,2
146;7 398;7 042;VILLE DE CHEF BOUTONNE;45,6;46.108833;-0.068552;108592;NOUVELLE AQUITAINE;79083;2137;79;79101;Chef-Boutonne;2137;unités urbaines de moins de 20 000 habitants et zones rurales;1;48;375;5%;De 5 à 10 000 entrées;catégorie E;JP;commune isolée;159;121;1;57,6;23,8;15,5;3,2;88;45,9
126;23 606;22 204;COMMUNAUTE DE COMMUNES DU CIVRAISIEN;38,8;46.148022;0.295463;113131;NOUVELLE AQUITAINE;86078;2664;86;86113;Civray;4019;unités urbaines de moins de 20 000 habitants et zones rurales;1;50;1 351;6%;De 20 à 30 000 entrées;catégorie E;JPPR;commune-centre;298;210;12;48,2;30;18,8;3;161;30,4
116;3 507;3 512;COMMUNAUTE DE COMMUNES DU MAGNOAC;43,8;43.257218;0.483469;113271;OCCITANIE;65148;125;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;52;201;-0,10%;De 2 à 5 000 entrées;catégorie E;;territoire rural;152;138;21;60,8;17,4;17;4,7;77;37,8
962;131 968;136 535;KLOECKNER/ cédé en juillet 11;10;45.69146;-0.322862;115891;NOUVELLE AQUITAINE;16102;18654;16;16401;Cognac;26408;unités urbaines de 20 000 à 100 000 habitants;7;53;8 008;-3,30%;De 100 à 150 000 entrées;non classé;;commune-centre;207;169;130;39,5;48,8;11,6;0,1;42;8
412;51 998;56 021;VILLE DE COLOMIERS;42,3;43.611008;1.332576;117341;OCCITANIE;31149;38801;31;31701;Toulouse;948433;unités urbaines de 100 000 habitants et plus;2;53;2 052;-7,20%;De 50 à 80 000 entrées;catégorie C;JPPR;banlieue;279;179;34;52,3;33,3;11,6;2,8;173;39,3
273;19 270;18 605;DEPARTEMENT DU GERS;51;43.955916;0.372655;119181;OCCITANIE;32107;6695;32;32203;Condom;6695;unités urbaines de moins de 20 000 habitants et zones rurales;2;52;867;4%;De 10 à 20 000 entrées;catégorie E;RDJPPR;commune isolée;384;291;41;56,1;28,5;11,8;3,6;234;46,4
149;17 295;18 461;ASSOCIATION CULTURELLE EMILE ROUX;38;46.012696;0.670482;119331;NOUVELLE AQUITAINE;16106;2711;16;16102;Confolens;2711;unités urbaines de moins de 20 000 habitants et zones rurales;1;50;832;-6,30%;De 10 à 20 000 entrées;catégorie E;JP;commune isolée;233;183;5;52,6;29,2;17;1,2;118;30
278;11 483;26 241;VILLE DE COUARDE SUR MER;50,5;46.191994;-1.426164;122291;NOUVELLE AQUITAINE;17121;1199;17;17118;Ars-en-Ré;4467;unités urbaines de moins de 20 000 habitants et zones rurales;1;51;832;-56,20%;De 10 à 20 000 entrées;catégorie E;;commune-centre;236;192;3;65;21,8;11,2;2,1;137;47,7
104;2 447;2 089;VILLE DE LA COURTINE;9,3;45.701627;2.260588;125933;NOUVELLE AQUITAINE;23067;710;23;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;50;161;17%;De 2 à 5 000 entrées;non classé;;territoire rural;55;43;0;59;29,6;6,9;4,5;9;13,7
222;13 192;12 015;VILLE DE LA CRECHE;46,4;46.362399;-0.298072;127501;NOUVELLE AQUITAINE;79048;5524;79;79202;La Crèche;5524;unités urbaines de moins de 20 000 habitants et zones rurales;1;45;388;10%;De 10 à 20 000 entrées;catégorie E;JPPR;commune isolée;171;130;0;48,7;29,6;18,3;3,3;90;46,5
189;24 557;23 368;VILLE DE CREON;54;44.773724;-0.348948;127821;NOUVELLE AQUITAINE;33140;4579;33;33114;Créon;4579;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;1 112;5%;De 20 à 30 000 entrées;catégorie E;RDJPPR;commune isolée;263;197;3;56,2;26,2;14,9;2,6;171;49,9
1284;280 385;288 907;SARL LE CLUB (PFISTER);26;43.714843;-1.055363;136666;NOUVELLE AQUITAINE;40088;20683;40;40402;Dax;49854;unités urbaines de 20 000 à 100 000 habitants;8;53;12 087;-2,90%;De 200 à 300 000 entrées;catégorie D;JPPR;commune-centre;333;276;248;43,9;45,4;9,8;0,9;145;15,9
460;88 515;93 775;VEO CINEMAS;26,4;44.557817;2.274123;136686;OCCITANIE;12089;5521;12;12302;Decazeville;14598;unités urbaines de moins de 20 000 habitants et zones rurales;3;53;4 071;-5,60%;De 80 à 100 000 entrées;catégorie E;RDJPPR;commune-centre;319;232;94;51,6;37,4;10,1;0,9;181;12,6
257;8 314;8 142;VILLE DE LE DORAT;36;46.215275;1.080037;141321;NOUVELLE AQUITAINE;87059;1703;87;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;53;378;2%;De 5 à 10 000 entrées;catégorie E;;territoire rural;191;159;2;73;17,5;7,4;2;81;35,7
200;20 253;20 406;CENTRE REGIONAL DE PROMOTION DE L'IMAGE;25,1;46.300709;1.673061;143772;NOUVELLE AQUITAINE;23075;1127;23;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;51;758;-0,70%;De 20 à 30 000 entrées;catégorie E;JP;territoire rural;105;62;0;70,2;18,5;6;5,3;45;35,6
126;2 168;1 811;VILLE DES EAUX BONNES;16;42.958713;-0.332293;144303;NOUVELLE AQUITAINE;64204;341;64;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;25;75;20%;De 2 à 5 000 entrées;non classé;;territoire rural;53;41;10;65,9;20,6;11,9;1,7;10;6,5
323;9 275;9 685;OFFICE DU TOURISME D'EAUZE;43,5;43.859667;0.100888;144331;OCCITANIE;32119;3869;32;32103;Eauze;3869;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;315;-4,20%;De 5 à 10 000 entrées;catégorie E;;commune isolée;250;208;23;56,5;32,9;9,8;0,8;119;31,8
269;14 059;13 552;COMMUNAUTE DE COMMUNES DE VENTADOUR;34,5;45.404676;2.044182;146013;NOUVELLE AQUITAINE;19073;4274;19;19106;Égletons;4274;unités urbaines de moins de 20 000 habitants et zones rurales;2;52;898;4%;De 10 à 20 000 entrées;catégorie E;JP;commune isolée;245;199;0;56;27,9;10,9;5,2;127;31,4
150;5 081;4 763;CINEMA POUR TOUS;44,9;44.644532;2.564434;147471;OCCITANIE;12094;1038;12;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;52;245;7%;De 5 à 10 000 entrées;catégorie E;;territoire rural;128;105;0;65,7;22,5;9;2,8;72;44
217;20 144;19 563;VILLE D'ESPALION;40,6;44.523418;2.763821;150801;OCCITANIE;12096;4545;12;12201;Espalion;5892;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;998;3%;De 20 à 30 000 entrées;catégorie E;JPPR;commune-centre;288;222;5;64,7;21,5;9,7;4,1;163;33,8
172;16 216;16 177;COMITE DE GESTION DU CINEMA MUNICIPAL (TIERS FERME);31,6;46.171552;2.484461;154142;NOUVELLE AQUITAINE;23076;1383;23;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;53;819;0%;De 10 à 20 000 entrées;catégorie E;JPPR;territoire rural;203;160;1;60,9;27,3;8,7;3;90;22,6
135;8 352;7 687;VILLE D'EYMOUTIERS;52,5;45.738722;1.741383;154813;NOUVELLE AQUITAINE;87064;2055;87;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;53;518;9%;De 5 à 10 000 entrées;catégorie E;;territoire rural;242;189;1;64,4;18,4;13;4,3;148;51,3
169;10 430;10 380;VILLE D'EYSINES;50,6;44.879016;-0.6384;154921;NOUVELLE AQUITAINE;33162;22864;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;1;48;391;0%;De 10 à 20 000 entrées;catégorie C;;banlieue;235;192;20;73,6;16,3;8,5;1,7;134;47,8
153;8 986;8 867;CINEMA LE ROC BAR CONFISERIE;52,2;46.712066;-1.314796;158201;PAYS DE LA LOIRE;85089;5167;85;85129;La Ferrière;5167;unités urbaines de moins de 20 000 habitants et zones rurales;1;45;387;1%;De 5 à 10 000 entrées;catégorie E;;commune isolée;163;124;3;70;13,1;13,8;3;99;51,6
317;37 166;38 041;COMMUNAUTE DE COMMUNES DU PAYS DE FIGEAC;43,6;44.608696;2.025755;159674;OCCITANIE;46102;9826;46;364;Figeac;16530;unités urbaines de moins de 20 000 habitants et zones rurales;1;51;845;-2,30%;De 30 à 40 000 entrées;catégorie E;RDJPPR;commune-centre;236;176;14;59;27,1;10,6;3,3;139;33,5
157;12 779;12 105;DEPARTEMENT DU GERS;42,3;43.850759;0.663578;161061;OCCITANIE;32132;6181;32;32201;Fleurance;6181;unités urbaines de moins de 20 000 habitants et zones rurales;2;53;732;6%;De 10 à 20 000 entrées;catégorie E;JPPR;commune isolée;355;279;40;48,1;33,9;16,3;1,7;189;40,8
141;23 290;20 247;EXTERIEUR NUIT;30,6;42.965028;1.607346;162212;OCCITANIE;9122;9706;9;9301;Foix;14531;unités urbaines de moins de 20 000 habitants et zones rurales;1;49;823;15%;De 20 à 30 000 entrées;catégorie E;;commune-centre;118;101;25;59,9;27,5;10,7;1,9;58;26,3
463;10 441;8 855;ASSOCIATION DEVELOPPEMENT ACTION CULTURELLE FOIX ARIEGE;85;42.960943;1.609276;162213;OCCITANIE;9122;9706;9;9301;Foix;14531;unités urbaines de moins de 20 000 habitants et zones rurales;1;41;321;18%;De 10 à 20 000 entrées;catégorie E;RDPR;commune-centre;112;60;5;61,5;9,5;15,3;13,8;99;93,6
1501;218 909;228 136;CGR;6,3;46.529206;0.279764;163150;NOUVELLE AQUITAINE;86100;3856;86;86114;Fontaine-le-Comte;4672;unités urbaines de moins de 20 000 habitants et zones rurales;8;53;16 512;-4,00%;De 200 à 300 000 entrées;non classé;;commune-centre;174;145;140;41,9;47,4;10,6;0,1;13;4
520;78 309;82 740;CINEODE;18,1;46.466465;-0.803028;164003;PAYS DE LA LOIRE;85092;13640;85;85304;Fontenay-le-Comte;16868;unités urbaines de moins de 20 000 habitants et zones rurales;3;53;3 910;-5,40%;De 50 à 80 000 entrées;catégorie E;JPPR;commune-centre;302;224;101;51,4;38,7;9,3;0,6;149;15,1
282;12 069;12 001;SOCIETE D'EXPLOITATION DU CASINO DE FOURAS;36;45.990004;-1.097971;166862;NOUVELLE AQUITAINE;17168;4047;17;17115;Fouras;4047;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;984;1%;De 10 à 20 000 entrées;non classé;;commune isolée;212;186;12;59,6;27,9;9,4;3;103;34,7
120;20 630;18 444;VILLE DE FRONTON;45,1;43.839626;1.390132;171253;OCCITANIE;31202;5917;31;31202;Fronton;5917;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;1 042;12%;De 20 à 30 000 entrées;catégorie E;RDJPPR;commune isolée;305;206;10;53,4;27,3;13,8;5,6;197;39,5
709;178 095;174 511;COMMUNAUTE DE COMMUNES DE TARN ET DADOU;43;43.901202;1.895449;172104;OCCITANIE;81099;15423;81;81303;Gaillac;18794;unités urbaines de moins de 20 000 habitants et zones rurales;4;53;6 123;2%;De 150 à 200 000 entrées;catégorie E;RDJP;commune-centre;348;269;155;44,5;36,5;16,1;2,9;211;29,5
873;271 477;257 969;MEGARAMA;18,4;45.629474;0.233829;172860;NOUVELLE AQUITAINE;16146;1999;16;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;6;53;10 537;5%;De 200 à 300 000 entrées;catégorie E;JP;territoire rural;258;194;110;40,7;48,2;10,9;0,2;124;9,7
166;11 333;10 099;VILLE DE GARLIN;47,9;43.560669;-0.272312;173432;NOUVELLE AQUITAINE;64233;1405;64;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;52;614;12%;De 10 à 20 000 entrées;catégorie E;JP;territoire rural;238;185;1;56,2;21,8;18,1;3,9;134;51,2
104;25 730;24 588;ASSOCIATION CINEMA DE GENCAY;61,3;46.374596;0.404662;174961;NOUVELLE AQUITAINE;86103;1733;86;86105;Gençay;3045;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;1 001;5%;De 20 à 30 000 entrées;catégorie E;RDJPPR;commune-centre;214;157;2;67,4;15;10,5;7,2;160;68,1
97;8 307;8 484;COMMUNAUTE DE COMMUNES ARRATS-GIMONE;38,4;43.626338;0.878691;177663;OCCITANIE;32147;2973;32;32101;Gimont;2973;unités urbaines de moins de 20 000 habitants et zones rurales;1;52;310;-2,10%;De 5 à 10 000 entrées;catégorie E;JP;commune isolée;206;172;9;59,5;28,1;10,5;2;90;34,5
290;28 306;28 658;VILLE DE GOURDON;37,2;44.737405;1.38428;181262;OCCITANIE;46127;4321;46;46105;Gourdon;4321;unités urbaines de moins de 20 000 habitants et zones rurales;2;52;1 837;-1,20%;De 20 à 30 000 entrées;catégorie E;RDJPPR;commune isolée;415;317;11;58,8;26,1;11,9;3,1;247;30,5
158;17 687;18 047;VILLE DE GRAMAT;32,7;44.775936;1.72351;182282;OCCITANIE;46128;3649;46;46103;Gramat;3649;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;664;-2,00%;De 10 à 20 000 entrées;catégorie E;;commune isolée;235;186;0;52,1;34,9;11;2;101;25,2
280;45 150;40 057;COMMUNAUTE DE COMMUNES DE TARN ET DADOU;25,1;43.760736;1.999613;184252;OCCITANIE;81105;12461;81;81302;Graulhet;12461;unités urbaines de moins de 20 000 habitants et zones rurales;2;53;2 454;13%;De 40 à 50 000 entrées;catégorie E;;commune isolée;242;184;48;47,7;39,3;11,6;1,4;112;20,6
250;22 811;21 389;;44,2;43.76859;1.296013;184852;OCCITANIE;31232;8685;31;31205;Grenade;8685;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;550;7%;De 20 à 30 000 entrées;catégorie E;JP;commune isolée;278;224;3;48,3;32,3;15,5;3,9;147;44
695;103 630;109 194;VILLE DE GUERET;28,4;46.169796;1.867356;187515;NOUVELLE AQUITAINE;23096;13492;23;23301;Guéret;14529;unités urbaines de moins de 20 000 habitants et zones rurales;5;53;5 685;-5,10%;De 100 à 150 000 entrées;catégorie E;RDJPPR;commune-centre;366;280;272;44,2;42,2;10,8;2,7;203;18,8
182;21 161;24 544;VILLE DE GUJAN MESTRAS;49,2;44.638602;-1.111896;188933;NOUVELLE AQUITAINE;33199;20817;33;33501;La Teste-de-Buch - Arcachon;65500;unités urbaines de 20 000 à 100 000 habitants;1;38;494;-13,80%;De 20 à 30 000 entrées;catégorie D;;commune-centre;242;172;19;62,3;18,1;14;5,6;148;54,4
415;8 205;8 654;VILLE DE HAGETMAU;35,4;43.656112;-0.592314;189661;NOUVELLE AQUITAINE;40119;4616;40;40201;Hagetmau;5305;unités urbaines de moins de 20 000 habitants et zones rurales;1;49;574;-5,20%;De 5 à 10 000 entrées;catégorie E;JP;commune-centre;221;190;3;57,1;32,5;9,8;0,7;98;23,8
480;7 847;7 331;;28,4;44.874611;-0.677018;189830;NOUVELLE AQUITAINE;33200;10755;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;1;49;366;7%;De 5 à 10 000 entrées;non classé;;banlieue;176;145;6;59,5;29,3;10;1,2;67;23,8
193;6 807;10 006;ASSOCIATION ZABALKI;38,6;43.382881;-1.306533;191591;NOUVELLE AQUITAINE;64256;6562;64;64202;Hasparren;6562;unités urbaines de moins de 20 000 habitants et zones rurales;1;38;422;-32,00%;De 5 à 10 000 entrées;catégorie E;JP;commune isolée;166;135;3;45,9;19;28,6;6,6;77;48,6
324;15 395;15 276;VILLE DE HENDAYE;40,4;43.355543;-1.773311;194541;NOUVELLE AQUITAINE;64260;16328;64;751;Bayonne (partie française);236730;unités urbaines de 100 000 habitants et plus;1;53;759;1%;De 10 à 20 000 entrées;catégorie C;;banlieue;272;213;8;46,2;32,3;18,4;3;134;39,6
376;56 115;59 212;VILLE DE LES HERBIERS;25;46.87211;-1.013741;195021;PAYS DE LA LOIRE;85109;15992;85;85303;Les Herbiers;15992;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;1 171;-5,20%;De 50 à 80 000 entrées;catégorie E;JP;commune isolée;212;159;65;50,5;39,4;9,2;0,8;82;14,5
481;8 636;11 642;VILLE D'HOURTIN;22,3;45.184656;-1.059343;198721;NOUVELLE AQUITAINE;33203;3490;33;33103;Hourtin;3490;unités urbaines de moins de 20 000 habitants et zones rurales;1;47;400;-25,80%;De 5 à 10 000 entrées;non classé;;commune isolée;162;146;8;42,5;46,5;10,5;0,5;56;13,9
1052;64 974;59 932;ASSOCIATION LE PARVIS;78,6;43.242508;-0.005686;199951;OCCITANIE;65226;2887;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;4;53;3 847;8%;De 50 à 80 000 entrées;catégorie E;RDJPPR;territoire rural;367;182;48;58,8;15,8;14,5;10,9;306;79,7
216;27 130;28 313;VILLE DE L'ILE D'YEU;39,5;46.72447;-2.348624;200332;PAYS DE LA LOIRE;85113;4771;85;85132;L'Île-d'Yeu;4771;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;770;-4,20%;De 20 à 30 000 entrées;catégorie E;;commune isolée;222;176;15;47,5;35,5;13,7;3,3;120;29,1
237;3 126;3 028;VILLE DE L'ISLE EN DODON;42,9;43.381163;0.836443;201632;OCCITANIE;31239;1677;31;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;49;112;3%;De 2 à 5 000 entrées;non classé;;territoire rural;96;73;0;71,4;13,7;14,8;0;45;36,3
191;36 727;36 600;DEPARTEMENT DU GERS;50,8;43.614931;1.089434;201661;OCCITANIE;32160;8568;32;32202;L'Isle-Jourdain;8568;unités urbaines de moins de 20 000 habitants et zones rurales;2;53;1 678;0%;De 30 à 40 000 entrées;catégorie E;RDJPPR;commune isolée;372;280;46;53;30,9;12,5;3,7;241;40,6
191;17 177;18 906;VILLE DE JARD SUR MER;39,3;46.414996;-1.574373;203343;PAYS DE LA LOIRE;85114;2642;85;85121;Jard-sur-Mer;3951;unités urbaines de moins de 20 000 habitants et zones rurales;1;51;964;-9,10%;De 10 à 20 000 entrées;catégorie E;JP;commune-centre;200;174;17;63;24,8;11,1;1,1;90;31,8
354;39 291;40 598;VILLE DE JONZAC;35,4;45.445545;-0.433778;204891;NOUVELLE AQUITAINE;17197;3451;17;17201;Jonzac;5283;unités urbaines de moins de 20 000 habitants et zones rurales;2;53;1 533;-3,20%;De 30 à 40 000 entrées;catégorie E;RDJP;commune-centre;256;202;57;57,2;30,3;10,7;1,8;132;25
150;12 430;11 167;CINECRAN 81;54,4;43.474778;2.646568;208981;OCCITANIE;81115;1410;81;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;47;338;11%;De 10 à 20 000 entrées;catégorie E;JP;territoire rural;72;44;0;49,7;32,8;15,4;2,1;43;61,1
3988;1 027 673;1 074 658;Les cinemas GAUMONT-PATHE;15,1;43.539479;1.511109;209151;OCCITANIE;31254;4277;31;31701;Toulouse;948433;unités urbaines de 100 000 habitants et plus;17;53;31 561;-4,40%;De 1 à 1,5 million d'entrées;non classé;;banlieue;285;225;222;28,4;57,6;13,2;0,8;56;10
236;11 171;11 737;;39,2;44.213874;-0.919094;209494;NOUVELLE AQUITAINE;40134;2720;40;40101;Labouheyre;2720;unités urbaines de moins de 20 000 habitants et zones rurales;1;51;707;-4,80%;De 10 à 20 000 entrées;catégorie E;JP;commune isolée;270;221;0;50,5;37,4;10,6;1,5;131;23,4
167;10 554;9 744;VILLE DE LABRUGUIERE;56,5;43.538478;2.263266;209682;OCCITANIE;81120;6514;81;81202;Labruguière;6514;unités urbaines de moins de 20 000 habitants et zones rurales;1;49;372;8%;De 10 à 20 000 entrées;catégorie E;JP;commune isolée;280;223;0;44,1;32,3;16,7;6,9;168;52,2
252;4 178;3 884;VILLE DE LALANNE TRIE;45,2;43.310067;0.33742;212871;OCCITANIE;65250;109;65;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;49;323;8%;De 2 à 5 000 entrées;catégorie E;;territoire rural;218;179;0;62,4;20,1;16,2;1,3;117;35,1
465;40 058;41 630;RAYMOND EMMANUEL;27,2;44.553056;-0.245112;215621;NOUVELLE AQUITAINE;33227;7389;33;33303;Langon;13481;unités urbaines de moins de 20 000 habitants et zones rurales;2;50;1 442;-3,80%;De 40 à 50 000 entrées;catégorie E;;commune-centre;159;126;44;47,8;41;10,1;1,1;77;15,7
383;12 266;13 763;CHENEAUX OLIVIER;8,8;43.121779;0.383424;216064;OCCITANIE;65258;5893;65;65202;Lannemezan;5893;unités urbaines de moins de 20 000 habitants et zones rurales;1;53;668;-10,90%;De 10 à 20 000 entrées;non classé;;commune isolée;96;74;22;60;30,5;6;3,5;19;10,6
155;3 762;3 603;VILLE DE LARUNS;34,2;42.988146;-0.425403;218381;NOUVELLE AQUITAINE;64320;1179;64;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;53;260;4%;De 2 à 5 000 entrées;catégorie E;;territoire rural;164;142;26;55,8;28,7;11,8;3,7;77;24,8
192;18 455;22 884;CENTRE CULTUREL LOISIRS MULTIDETENTE ET DE PROMOTION PUBLICITAIR;37,1;43.700824;1.820322;220603;OCCITANIE;81140;10699;81;81301;Lavaur;12623;unités urbaines de moins de 20 000 habitants et zones rurales;1;48;615;-19,40%;De 10 à 20 000 entrées;catégorie E;JPPR;commune-centre;195;156;6;45,9;34,8;17,1;2,2;83;45,6
480;31 391;27 487;VILLE DE LAVELANET;26,8;42.935388;1.849583;220681;OCCITANIE;9160;6205;9;9202;Lavelanet;7164;unités urbaines de moins de 20 000 habitants et zones rurales;2;52;2 135;14%;De 30 à 40 000 entrées;catégorie E;PR;commune-centre;222;159;26;46,6;38,5;13,7;1,2;114;20,2
174;15 131;13 960;VILLE DE LECTOURE;42,3;43.934628;0.620319;221712;OCCITANIE;32208;3710;32;32102;Lectoure;3710;unités urbaines de moins de 20 000 habitants et zones rurales;2;53;948;8%;De 10 à 20 000 entrées;catégorie E;RDJPPR;commune isolée;349;276;43;50,5;30,7;13,7;5,1;189;41,3
252;13 423;15 953;VILLE DE LEGUEVIN;39,2;43.600031;1.239756;222030;OCCITANIE;31291;8948;31;31701;Toulouse;948433;unités urbaines de 100 000 habitants et plus;1;50;413;-15,90%;De 10 à 20 000 entrées;catégorie C;;banlieue;217;172;1;58,1;27,3;12,6;2,1;105;41,7
289;8 961;9 304;ASSOCIATION CINEMA DE L'ETOILE;28,7;46.815557;0.327879;222481;NOUVELLE AQUITAINE;86128;2462;86;86102;Lencloître;2462;unités urbaines de moins de 20 000 habitants et zones rurales;1;40;477;-3,70%;De 5 à 10 000 entrées;non classé;;commune isolée;113;82;0;57,2;29,1;7,8;5,9;42;32,8
349;15 832;16 601;VILLE DE LEOGNAN;47,8;44.730648;-0.600381;222821;NOUVELLE AQUITAINE;33238;10015;33;33701;Bordeaux;904359;unités urbaines de 100 000 habitants et plus;1;48;479;-4,60%;De 10 à 20 000 entrées;catégorie C;;banlieue;220;168;1;57,1;21;17;4,9;116;54,6
